交易日期,总资金,可用资金,在投份数,投出资金,1_资金,1_余数,1_股票,2_资金,2_余数,2_股票,3_资金,3_余数,3_股票,净值,基准净值,资金使用率
2007-02-13,3.794310845576111,1.2778929875019043,2,1.2453925854587333,1.2529308656612483,2.0,sh600241 sh600490 sh600559 ,1.263486992412959,3.0,sh600353 sh600513 sh600986 ,1.2778929875019043,1.0,sh600353 sh600355 sh600719 ,1.2647702818587037,1.2177016731584227,1.0000000000000002
2007-02-14,3.8436381847828938,1.2702118561543048,2,1.2647702818587037,1.2570891505111041,1.0,sh600241 sh600490 sh600559 ,1.2969464712905208,2.0,sh600353 sh600513 sh600986 ,1.2764798573380685,3.0,sh600148 sh600346 sh600986 ,1.2812127282609647,1.235947184047426,0.9965858634417897
2007-02-15,3.9164672576472714,1.3384210902913554,2,1.2702118561543048,1.2824155933364023,3.0,sh600490 sh600513 sh600729 ,1.3384210902913554,1.0,sh600353 sh600513 sh600986 ,1.2956305740195138,2.0,sh600148 sh600346 sh600986 ,1.3054890858824237,1.2681462972489645,1.0
2007-02-16,3.9449321356235165,1.361382243636062,2,1.3054890858824237,1.2737926091099394,2.0,sh600490 sh600513 sh600729 ,1.3097572828775148,3.0,sh600559 ,1.3284502392271307,1.0,sh600148 sh600346 sh600986 ,1.3149773785411722,1.307478993655226,0.9916520732735681
2007-02-26,4.117450129312047,1.339954907027135,2,1.3149773785411722,1.2935500419322452,1.0,sh600490 sh600513 sh600729 ,1.3783425460011682,2.0,sh600559 ,1.3991526762837438,3.0,sh600381 sh600865 sh600988 ,1.372483376437349,1.3114524386957687,0.9887297080383477
2007-02-27,3.7797328562887063,1.2508316567093105,2,1.339954907027135,1.2087146884508224,3.0,sh600647 ,1.2508316567093103,1.0,sh600559 ,1.3201865111285729,2.0,sh600381 sh600865 sh600988 ,1.2599109520962355,1.326611303005805,0.9999999999999999
2007-02-28,3.976683205621271,2.647329047305875,1,0.0,1.329354158315396,2.0,sh600647 ,0.0,0.0,,1.3964973905965645,1.0,sh600381 sh600865 sh600988 ,1.3255610685404238,1.204032238308713,0.685458561310293
2007-03-01,4.063255202791195,4.063255202791195,0,0.0,1.4159261554853202,1.0,sh600647 ,0.0,0.0,,0.0,0.0,,1.3544184009303983,1.246696553244653,0.34847088967305573
2007-03-02,4.063255202791195,4.063255202791195,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.3544184009303983,1.2118958379265568,0.0
2007-03-05,4.093372253594616,2.708836801860797,1,1.3544184009303983,1.384535451733819,3.0,sh600133 sh600353 sh600562 ,0.0,0.0,,0.0,0.0,,1.364457417864872,1.2291369638176424,0.33823834382958506
2007-03-06,4.091031795190085,1.3544184009303986,2,1.3544184009303986,1.380564505640026,2.0,sh600133 sh600353 sh600562 ,1.3560488886196607,3.0,sh600335 sh600353 ,0.0,0.0,,1.3636772650633617,1.2129100218025033,0.6689298766822546
2007-03-07,4.174074398944309,1.4016746498958725,2,1.3544184009303986,1.4016746498958728,1.0,sh600133 sh600353 sh600562 ,1.3911287564235728,2.0,sh600335 sh600353 ,1.3812709926248639,3.0,sh600335 sh600452 sh600794 ,1.3913581329814362,1.2348007153180958,1.0000000000000002
2007-03-08,4.2374615988182285,1.4260570217063704,2,1.3913581329814362,1.4008921024606205,3.0,sh600241 sh600769 sh600775 ,1.415740504791934,1.0,sh600335 sh600353 ,1.4105124746512376,2.0,sh600335 sh600452 sh600794 ,1.4124871996060762,1.268680336101516,0.9975654016741264
2007-03-09,4.229960930309598,1.4171319702703205,2,1.4124871996060762,1.427087624569721,2.0,sh600241 sh600769 sh600775 ,1.3857413354695578,3.0,sh600551 sh600722 ,1.403562148170026,1.0,sh600335 sh600452 sh600794 ,1.409986976769866,1.2873912936968712,0.9967919746012167
2007-03-12,4.366110698689502,2.931238028097665,1,0.0,1.5141060578273446,1.0,sh600241 sh600769 sh600775 ,1.434872670591837,2.0,sh600551 sh600722 ,0.0,0.0,,1.4553702328965006,1.279434604737757,0.6754246357758004
2007-03-13,4.448039017142418,2.987402198777928,1,1.4553702328965006,1.46063681836449,3.0,sh600353 sh600775 ,1.5115344035767633,1.0,sh600551 sh600722 ,0.0,0.0,,1.482679672380806,1.2817765365865603,0.6681981004408285
2007-03-14,4.382638473193534,1.5047225263971218,2,1.482679672380806,1.4157199990274412,2.0,sh600353 sh600775 ,1.4621959477689714,3.0,sh600794 sh600865 ,0.0,0.0,,1.4608794910645113,1.2935351902207193,0.6566628674482787
2007-03-15,4.4336596793437515,2.9419495851235427,1,0.0,1.4372270587264209,1.0,sh600353 sh600775 ,1.4917100942202088,2.0,sh600794 sh600865 ,0.0,0.0,,1.4778865597812505,1.2725606918007883,0.6606138866707417
2007-03-16,4.424118616322467,4.424118616322467,0,0.0,0.0,0.0,,1.4821690311989242,1.0,sh600794 sh600865 ,0.0,0.0,,1.4747062054408222,1.2961710884103765,0.33502018362043195
2007-03-19,4.424118616322467,4.424118616322467,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.4747062054408222,1.2759266064035664,0.0
2007-03-20,4.4871044067828825,2.949412410881645,1,1.4747062054408222,1.5376919959012374,3.0,sh600355 sh600898 sh600986 ,0.0,0.0,,0.0,0.0,,1.4957014689276276,1.3029617108841032,0.3426913787824509
2007-03-21,4.547685299089636,1.4747062054408224,2,1.4747062054408224,1.573295616577945,2.0,sh600355 sh600898 sh600986 ,1.499683477070869,3.0,sh600355 sh600982 sh600986 ,0.0,0.0,,1.5158950996965455,1.3095073614071182,0.6757237784822026
2007-03-22,4.565705060317593,3.0676206316736723,1,0.0,1.5929144262328496,1.0,sh600355 sh600898 sh600986 ,1.49808442864392,2.0,sh600355 sh600982 sh600986 ,0.0,0.0,,1.521901686772531,1.324122387986575,0.6770036202605164
2007-03-23,4.601181295115801,4.601181295115801,0,0.0,0.0,0.0,,1.5335606634421282,1.0,sh600355 sh600982 sh600986 ,0.0,0.0,,1.5337270983719336,1.3283946988069861,0.33329716111599816
2007-03-26,4.601181295115801,4.601181295115801,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.5337270983719336,1.3308199211190312,0.0
2007-03-27,4.601181295115801,4.601181295115801,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.5337270983719336,1.3542196418510075,0.0
2007-03-28,4.601181295115801,4.601181295115801,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.5337270983719336,1.364013620440459,0.0
2007-03-29,4.601181295115801,4.601181295115801,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.5337270983719336,1.3706915558168584,0.0
2007-03-30,4.601181295115801,4.601181295115801,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.5337270983719336,1.3636608608314342,0.0
2007-04-02,4.632231596330208,3.067454196743867,1,1.5337270983719336,1.564777399586341,3.0,sh600353 sh600455 sh600666 ,0.0,0.0,,0.0,0.0,,1.544077198776736,1.3629161461012709,0.33780206517005845
2007-04-03,4.657313255069596,1.5337270983719336,2,1.5337270983719336,1.5904302001564747,2.0,sh600353 sh600455 sh600666 ,1.5331559565411874,3.0,sh600077 sh600455 sh600633 ,0.0,0.0,,1.5524377516898653,1.396394012885524,0.6706841446186951
2007-04-04,4.758210353550435,1.5946894414876418,2,1.5337270983719336,1.594689441487642,1.0,sh600353 sh600455 sh600666 ,1.5601807129723075,2.0,sh600077 sh600455 sh600633 ,1.6033401990904854,3.0,sh600148 ,1.586070117850145,1.4150118811396089,1.0
2007-04-05,4.768266097154268,1.5631614155599118,2,1.586070117850145,1.5618803979493807,3.0,sh600617 ,1.5545420919224153,1.0,sh600077 sh600455 sh600633 ,1.6432242836449755,2.0,sh600148 ,1.589422032384756,1.4266284510423548,0.9981923568312094
2007-04-06,4.989539009813262,1.804725471404427,2,1.5631614155599118,1.587799740754933,2.0,sh600617 ,1.597013797653902,3.0,sh600833 sh600873 ,1.804725471404427,1.0,sh600148 ,1.663179669937754,1.4429043874476364,1.0
2007-04-09,4.999538869866237,3.3811578715824515,1,0.0,1.5764324001780246,1.0,sh600617 ,1.618380998283786,2.0,sh600833 sh600873 ,0.0,0.0,,1.666512956622079,1.4561181744690224,0.6390216141168411
2007-04-10,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,1.641697690797967,1.0,sh600833 sh600873 ,0.0,0.0,,1.6742851874601394,1.4885328629871868,0.3268454906594881
2007-04-11,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.5097964283089573,0.0
2007-04-12,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.5292716983905328,0.0
2007-04-13,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.5562774062369844,0.0
2007-04-16,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.5527449107077225,0.0
2007-04-17,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.595257343034221,0.0
2007-04-18,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.6087797947135036,0.0
2007-04-19,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.6190196222532502,0.0
2007-04-20,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.5434702726537797,0.0
2007-04-23,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.6115626760735882,0.0
2007-04-24,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.6811543078317517,0.0
2007-04-25,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.6879547291835069,0.0
2007-04-26,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.6894637563998907,0.0
2007-04-27,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.7116582151343653,0.0
2007-04-30,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.7003601087675444,0.0
2007-05-08,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.743568261434064,0.0
2007-05-09,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.805947918963277,0.0
2007-05-10,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.8134195634599821,0.0
2007-05-11,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.824800960290045,0.0
2007-05-14,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.814071188848875,0.0
2007-05-15,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.8296563043531497,0.0
2007-05-16,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.7660713848264356,0.0
2007-05-17,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.812934518997573,0.0
2007-05-18,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.8513020259180304,0.0
2007-05-21,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.8503368364322266,0.0
2007-05-22,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.8771906616692369,0.0
2007-05-23,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.896322971019816,0.0
2007-05-24,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.929864530511254,0.0
2007-05-25,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.920457607603927,0.0
2007-05-28,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.9525489331471522,0.0
2007-05-29,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.9953357340584477,0.0
2007-05-30,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,2.0422282648636707,0.0
2007-05-31,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.9041473751255458,0.0
2007-06-01,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.924475147595598,0.0
2007-06-04,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.8637221038191103,0.0
2007-06-05,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.7204037137747705,0.0
2007-06-06,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.7807648024301195,0.0
2007-06-07,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.8018078929962495,0.0
2007-06-08,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.862913696381762,0.0
2007-06-11,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.8803410009553883,0.0
2007-06-12,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.9263908282501632,0.0
2007-06-13,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.9774674799735408,0.0
2007-06-14,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,2.0177212709144783,0.0
2007-06-15,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.9969231522990598,0.0
2007-06-18,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,2.0084662306165924,0.0
2007-06-19,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,2.0712721393400435,0.0
2007-06-20,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,2.083731412753238,0.0
2007-06-21,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,2.0369907645574568,0.0
2007-06-22,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,2.0564317385659323,0.0
2007-06-25,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.984973420543346,0.0
2007-06-26,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.899801572719922,0.0
2007-06-27,5.0228555623804185,5.0228555623804185,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.6742851874601394,1.9246025330099688,0.0
2007-06-28,4.880399547386308,3.3485703749202793,1,1.6742851874601394,1.5318291724660291,3.0,sh600613 sh600873 sh600983 ,0.0,0.0,,0.0,0.0,,1.6267998491287694,1.9796085348227612,0.31387372234439254
2007-06-29,4.827148212157966,3.3485703749202793,1,0.0,1.4785778372376868,2.0,sh600613 sh600873 sh600983 ,0.0,0.0,,0.0,0.0,,1.6090494040526553,1.8904583425197798,0.30630462796100716
2007-07-02,4.881753307910831,4.881753307910831,0,0.0,1.533182932990551,1.0,sh600613 sh600873 sh600983 ,0.0,0.0,,0.0,0.0,,1.6272511026369436,1.8441880404693647,0.3140639922353397
2007-07-03,4.886120115243495,3.2545022052738872,1,1.6272511026369436,1.631617909969608,3.0,sh600335 sh600980 sh600983 ,0.0,0.0,,0.0,0.0,,1.628706705081165,1.8410426006222271,0.33392914449224465
